year,Country,type,CV_idea,Turnout_idea,cv_change,lag0,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,lag9,lag10,lead1,lead2,lead3,lead4,lead5,lead6,lead7,lead8,lead9,lead10,Population,interval,cid
1987,Switzerland,Legislative,0.0,46.47,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6545000,[1985-1994],170
1991,Switzerland,Legislative,0.0,46.05,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800000,[1985-1994],170
1995,Switzerland,Legislative,0.0,42.22,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7068000,[1995-2004],170
1999,Switzerland,Legislative,0.0,43.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7214950,[1995-2004],170
2003,Switzerland,Legislative,0.0,45.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7318638,[1995-2004],170
2007,Switzerland,Legislative,0.0,48.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7554661,[2005-2014],170
2011,Switzerland,Legislative,0.0,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7639961,[2005-2014],170
2015,Switzerland,Legislative,0.0,48.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8121830,[2015-2024],170
2019,Switzerland,Legislative,0.0,45.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8348737,[2015-2024],170
2023,Switzerland,Legislative,0.0,46.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8793404,[2015-2024],170
1994,Syrian Arab Republic,Legislative,0.0,61.17,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,13844000,[1985-1994],171
1998,Syrian Arab Republic,Legislative,0.0,82.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,15294662,[1995-2004],171
2003,Syrian Arab Republic,Legislative,0.0,63.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,17874577,[1995-2004],171
2007,Syrian Arab Republic,Legislative,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,19314747,[2005-2014],171
2012,Syrian Arab Republic,Legislative,0.0,51.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,22530746,[2005-2014],171
2016,Syrian Arab Republic,Legislative,0.0,57.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,17185170,[2015-2024],171
2020,Syrian Arab Republic,Legislative,0.0,33.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,19398448,[2015-2024],171
1991,São Tomé and Príncipe,Legislative,0.0,76.74,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,117000,[1985-1994],172
1994,São Tomé and Príncipe,Legislative,0.0,52.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,126000,[1985-1994],172
1998,São Tomé and Príncipe,Legislative,0.0,64.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,136197,[1995-2004],172
2002,São Tomé and Príncipe,Legislative,0.0,66.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,147000,[1995-2004],172
2006,São Tomé and Príncipe,Legislative,0.0,66.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,151912,[2005-2014],172
2010,São Tomé and Príncipe,Legislative,0.0,88.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,175808,[2005-2014],172
2018,São Tomé and Príncipe,Legislative,0.0,80.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,204454,[2015-2024],172
2022,São Tomé and Príncipe,Legislative,0.0,65.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,217164,[2015-2024],172
1991,Taiwan,Legislative,0.0,68.32,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20491000,[1985-1994],173
1992,Taiwan,Legislative,0.0,72.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20340000,[1985-1994],173
1995,Taiwan,Legislative,0.0,67.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21258000,[1995-2004],173
1998,Taiwan,Legislative,0.0,68.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21834438,[1995-2004],173
2001,Taiwan,Legislative,0.0,66.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22335805,[1995-2004],173
2004,Taiwan,Legislative,0.0,59.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22605000,[1995-2004],173
2008,Taiwan,Legislative,0.0,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22858872,[2005-2014],173
2012,Taiwan,Legislative,0.0,74.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23230506,[2005-2014],173
2016,Taiwan,Legislative,0.0,66.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23464787,[2015-2024],173
2020,Taiwan,Legislative,0.0,74.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23603049,[2015-2024],173
1995,Tajikistan,Legislative,0.0,84.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,6103000,[1995-2004],174
2000,Tajikistan,Legislative,0.0,93.36,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,6244770,[1995-2004],174
2005,Tajikistan,Legislative,0.0,93.23,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,7011556,[2005-2014],174
2010,Tajikistan,Legislative,0.0,90.84,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,7487489,[2005-2014],174
2015,Tajikistan,Legislative,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,8051512,[2015-2024],174
2020,Tajikistan,Legislative,0.0,86.44,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,8873669,[2015-2024],174
1995,"Tanzania, United Republic of",Legislative,0.0,76.51,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,29700000,[1995-2004],175
2000,"Tanzania, United Republic of",Legislative,0.0,72.77,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,33517000,[1995-2004],175
2005,"Tanzania, United Republic of",Legislative,0.0,69.64,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,36766356,[2005-2014],175
2010,"Tanzania, United Republic of",Legislative,0.0,39.49,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,41892895,[2005-2014],175
2015,"Tanzania, United Republic of",Legislative,0.0,62.68,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,51045882,[2015-2024],175
1946,Thailand,Legislative,0.0,32.52,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17041000,[1945-1954],176
1948,Thailand,Legislative,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17808000,[1945-1954],176
1952,Thailand,Legislative,0.0,38.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19193000,[1945-1954],176
1957,Thailand,Legislative,0.0,44.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24148000,[1955-1964],176
1969,Thailand,Legislative,0.0,49.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35110000,[1965-1974],176
1975,Thailand,Legislative,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41896000,[1975-1984],176
1976,Thailand,Legislative,0.0,43.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42960000,[1975-1984],176
1983,Thailand,Legislative,0.0,50.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49459000,[1975-1984],176
1986,Thailand,Legislative,0.0,61.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52511000,[1985-1994],176
1988,Thailand,Legislative,0.0,63.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54326000,[1985-1994],176
1992,Thailand,Legislative,0.0,59.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57760000,[1985-1994],176
1995,Thailand,Legislative,0.0,62.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60034000,[1995-2004],176
1996,Thailand,Legislative,0.0,62.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60652000,[1995-2004],176
2001,Thailand,Legislative,1.0,69.95,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62862098,[1995-2004],176
2005,Thailand,Legislative,1.0,75.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63003000,[2005-2014],176
2006,Thailand,Legislative,1.0,64.77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63470400,[2005-2014],176
2007,Thailand,Legislative,1.0,78.51,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63937800,[2005-2014],176
2011,Thailand,Legislative,1.0,75.03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67041000,[2005-2014],176
2014,Thailand,Legislative,1.0,46.79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67497151,[2005-2014],176
2019,Thailand,Legislative,1.0,74.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68804427,[2015-2024],176
2023,Thailand,Legislative,1.0,75.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69794997,[2015-2024],176
1972,The Gambia,Legislative,0.0,76.07,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,490000,[1965-1974],177
1977,The Gambia,Legislative,0.0,81.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,553000,[1975-1984],177
1987,The Gambia,Legislative,0.0,80.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,809000,[1985-1994],177
1992,The Gambia,Legislative,0.0,55.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,878000,[1985-1994],177
1997,The Gambia,Legislative,0.0,73.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1155000,[1995-2004],177
2002,The Gambia,Legislative,0.0,56.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1392000,[1995-2004],177
2007,The Gambia,Legislative,0.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1641564,[2005-2014],177
2012,The Gambia,Legislative,0.0,19.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1840454,[2005-2014],177
2017,The Gambia,Legislative,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2051363,[2015-2024],177
2022,The Gambia,Legislative,0.0,51.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2261604,[2015-2024],177
2001,Timor-Leste,Legislative,0.0,86.03,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,737811,[1995-2004],178
2007,Timor-Leste,Legislative,0.0,80.54,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,1084971,[2005-2014],178
2017,Timor-Leste,Legislative,0.0,76.74,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,1291358,[2015-2024],178
2018,Timor-Leste,Legislative,0.0,80.98,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,1321929,[2015-2024],178
2023,Timor-Leste,Legislative,0.0,79.28,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,1476042,[2015-2024],178
1985,Togo,Legislative,0.0,78.62,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3028000,[1985-1994],179
1990,Togo,Legislative,0.0,78.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3531000,[1985-1994],179
1994,Togo,Legislative,0.0,65.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3928000,[1985-1994],179
2002,Togo,Legislative,0.0,67.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,5153088,[1995-2004],179
2007,Togo,Legislative,0.0,84.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,5701579,[2005-2014],179
2013,Togo,Legislative,0.0,66.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7154237,[2005-2014],179
2018,Togo,Legislative,0.0,59.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8176449,[2015-2024],179
1987,Tonga,Legislative,0.0,59.42,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,93000,[1985-1994],180
1993,Tonga,Legislative,0.0,58.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,96947,[1985-1994],180
1996,Tonga,Legislative,0.0,56.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,96020,[1995-2004],180
1999,Tonga,Legislative,0.0,50.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,96829,[1995-2004],180
2005,Tonga,Legislative,0.0,50.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,110237,[2005-2014],180
2008,Tonga,Legislative,0.0,46.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,119009,[2005-2014],180
2010,Tonga,Legislative,0.0,90.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,105632,[2005-2014],180
2014,Tonga,Legislative,0.0,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,106440,[2005-2014],180
2017,Tonga,Legislative,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,106479,[2015-2024],180
2021,Tonga,Legislative,0.0,61.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,105780,[2015-2024],180
1946,Trinidad and Tobago,Legislative,0.0,52.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557970,[1945-1954],181
1950,Trinidad and Tobago,Legislative,0.0,70.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627000,[1945-1954],181
1956,Trinidad and Tobago,Legislative,0.0,80.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721000,[1955-1964],181
1961,Trinidad and Tobago,Legislative,0.0,88.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867000,[1955-1964],181
1966,Trinidad and Tobago,Legislative,0.0,65.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990000,[1965-1974],181
1971,Trinidad and Tobago,Legislative,0.0,33.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030000,[1965-1974],181
1976,Trinidad and Tobago,Legislative,0.0,55.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024000,[1975-1984],181
1981,Trinidad and Tobago,Legislative,0.0,56.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112000,[1975-1984],181
1986,Trinidad and Tobago,Legislative,0.0,65.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196000,[1985-1994],181
1991,Trinidad and Tobago,Legislative,0.0,65.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1237000,[1985-1994],181
1995,Trinidad and Tobago,Legislative,0.0,63.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271000,[1995-2004],181
2000,Trinidad and Tobago,Legislative,0.0,63.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289594,[1995-2004],181
2001,Trinidad and Tobago,Legislative,0.0,66.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1249053,[1995-2004],181
2002,Trinidad and Tobago,Legislative,0.0,69.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163724,[1995-2004],181
2007,Trinidad and Tobago,Legislative,0.0,66.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056608,[2005-2014],181
2010,Trinidad and Tobago,Legislative,0.0,69.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228691,[2005-2014],181
2015,Trinidad and Tobago,Legislative,0.0,66.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222363,[2015-2024],181
2020,Trinidad and Tobago,Legislative,0.0,58.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208789,[2015-2024],181
1981,Tunisia,Legislative,0.0,84.54,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6565000,[1975-1984],182
1986,Tunisia,Legislative,0.0,82.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7465000,[1985-1994],182
1989,Tunisia,Legislative,0.0,76.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7910000,[1985-1994],182
1994,Tunisia,Legislative,0.0,95.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8733000,[1985-1994],182
1999,Tunisia,Legislative,0.0,91.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9466018,[1995-2004],182
